trial_num,image_id,library
83,23.png,Gemini3_alcohol_12.25resize
84,139.png,Gemini3_alcohol_12.25resize
85,135.png,Gemini3_alcohol_12.25resize
86,149.png,Gemini3_alcohol_12.25resize
87,191.png,Gemini3_alcohol_12.25resize
88,158.png,Gemini3_alcohol_12.25resize
89,115.png,Gemini3_alcohol_12.25resize
90,6.png,Gemini3_alcohol_12.25resize
91,94.png,Gemini3_alcohol_12.25resize
92,N070.png,GAPED_neutral_resized
93,N046.png,GAPED_neutral_resized
94,00047.png,WFAIS_alcohol_resized
95,183.png,Gemini3_alcohol_12.25resize
96,182.png,Gemini3_alcohol_12.25resize
97,16.png,Gemini3_alcohol_12.25resize
98,N003.png,GAPED_neutral_resized
99,SDC11578.jpg,ABPS_alcohol
100,44.png,Gemini3_alcohol_12.25resize
101,N033.png,GAPED_neutral_resized
102,12.png,Gemini3_alcohol_12.25resize
103,193.png,Gemini3_alcohol_12.25resize
104,9.png,Gemini3_alcohol_12.25resize
105,96.png,Gemini3_alcohol_12.25resize
106,112.png,Gemini3_alcohol_12.25resize
107,148.png,Gemini3_alcohol_12.25resize
108,69.png,Gemini3_alcohol_12.25resize
109,31.png,Gemini3_alcohol_12.25resize
110,N025.png,GAPED_neutral_resized
111,89.png,Gemini3_alcohol_12.25resize
112,123.png,Gemini3_alcohol_12.25resize
113,134.png,Gemini3_alcohol_12.25resize
114,129.png,Gemini3_alcohol_12.25resize
115,N014.png,GAPED_neutral_resized
116,82.png,Gemini3_alcohol_12.25resize
117,159.png,Gemini3_alcohol_12.25resize
118,113.png,Gemini3_alcohol_12.25resize
119,11.png,Gemini3_alcohol_12.25resize
120,75.png,Gemini3_alcohol_12.25resize
121,197.png,Gemini3_alcohol_12.25resize
122,8.png,Gemini3_alcohol_12.25resize
123,N047.png,GAPED_neutral_resized
124,N062.png,GAPED_neutral_resized
125,N076.png,GAPED_neutral_resized
126,N077.png,GAPED_neutral_resized
127,74.png,Gemini3_alcohol_12.25resize
128,27.png,Gemini3_alcohol_12.25resize
129,SDC11585.jpg,ABPS_alcohol
130,14.png,Gemini3_alcohol_12.25resize
131,SDC11583.jpg,ABPS_alcohol
132,N013.png,GAPED_neutral_resized
133,34.png,Gemini3_alcohol_12.25resize
134,SDC11562.jpg,ABPS_alcohol
135,121.png,Gemini3_alcohol_12.25resize
136,N071.png,GAPED_neutral_resized
137,78.png,Gemini3_alcohol_12.25resize
138,56.png,Gemini3_alcohol_12.25resize
139,N034.png,GAPED_neutral_resized
140,108.png,Gemini3_alcohol_12.25resize
141,200.png,Gemini3_alcohol_12.25resize
142,SDC11509.jpg,ABPS_alcohol
143,28.png,Gemini3_alcohol_12.25resize
144,N032.png,GAPED_neutral_resized
145,SDC11507.jpg,ABPS_alcohol
146,154.png,Gemini3_alcohol_12.25resize
147,N008.png,GAPED_neutral_resized
148,N079.png,GAPED_neutral_resized
149,5.png,Gemini3_alcohol_12.25resize
150,196.png,Gemini3_alcohol_12.25resize
151,N024.png,GAPED_neutral_resized
152,93.png,Gemini3_alcohol_12.25resize
153,166.png,Gemini3_alcohol_12.25resize
154,156.png,Gemini3_alcohol_12.25resize
155,161.png,Gemini3_alcohol_12.25resize
156,122.png,Gemini3_alcohol_12.25resize
157,180.png,Gemini3_alcohol_12.25resize
158,N036.png,GAPED_neutral_resized
159,53.png,Gemini3_alcohol_12.25resize
160,141.png,Gemini3_alcohol_12.25resize
161,199.png,Gemini3_alcohol_12.25resize
162,63.png,Gemini3_alcohol_12.25resize
163,101.png,Gemini3_alcohol_12.25resize
164,103.png,Gemini3_alcohol_12.25resize
165,150.png,Gemini3_alcohol_12.25resize
166,N016.png,GAPED_neutral_resized
167,157.png,Gemini3_alcohol_12.25resize
168,N004.png,GAPED_neutral_resized
169,90.png,Gemini3_alcohol_12.25resize
170,00028.png,WFAIS_alcohol_resized
171,195.png,Gemini3_alcohol_12.25resize
172,192.png,Gemini3_alcohol_12.25resize
173,55.png,Gemini3_alcohol_12.25resize
174,58.png,Gemini3_alcohol_12.25resize
175,155.png,Gemini3_alcohol_12.25resize
176,N068.png,GAPED_neutral_resized
177,143.png,Gemini3_alcohol_12.25resize
178,N023.png,GAPED_neutral_resized
179,72.png,Gemini3_alcohol_12.25resize
180,73.png,Gemini3_alcohol_12.25resize
181,15.png,Gemini3_alcohol_12.25resize
182,N073.png,GAPED_neutral_resized
183,127.png,Gemini3_alcohol_12.25resize
184,102.png,Gemini3_alcohol_12.25resize
185,2.png,Gemini3_alcohol_12.25resize
186,98.png,Gemini3_alcohol_12.25resize
187,40.png,Gemini3_alcohol_12.25resize
188,00169.png,WFAIS_alcohol_resized
189,00248.png,WFAIS_alcohol_resized
190,33.png,Gemini3_alcohol_12.25resize
191,00110.png,WFAIS_alcohol_resized
192,110.png,Gemini3_alcohol_12.25resize
193,65.png,Gemini3_alcohol_12.25resize
194,24.png,Gemini3_alcohol_12.25resize
195,SDC11584.jpg,ABPS_alcohol
196,00893.png,WFAIS_alcohol_resized
197,181.png,Gemini3_alcohol_12.25resize
198,42.png,Gemini3_alcohol_12.25resize
199,N069.png,GAPED_neutral_resized
200,145.png,Gemini3_alcohol_12.25resize
201,00967.png,WFAIS_alcohol_resized
202,N045.png,GAPED_neutral_resized
203,125.png,Gemini3_alcohol_12.25resize
204,176.png,Gemini3_alcohol_12.25resize
205,67.png,Gemini3_alcohol_12.25resize
206,N041.png,GAPED_neutral_resized
207,N065.png,GAPED_neutral_resized
208,N015.png,GAPED_neutral_resized
209,N072.png,GAPED_neutral_resized
210,120.png,Gemini3_alcohol_12.25resize
211,167.png,Gemini3_alcohol_12.25resize
212,80.png,Gemini3_alcohol_12.25resize
213,N006.png,GAPED_neutral_resized
214,91.png,Gemini3_alcohol_12.25resize
215,107.png,Gemini3_alcohol_12.25resize
216,13.png,Gemini3_alcohol_12.25resize
217,111.png,Gemini3_alcohol_12.25resize
218,SDC11506.jpg,ABPS_alcohol
219,N035.png,GAPED_neutral_resized
220,66.png,Gemini3_alcohol_12.25resize
221,25.png,Gemini3_alcohol_12.25resize
222,114.png,Gemini3_alcohol_12.25resize
223,104.png,Gemini3_alcohol_12.25resize
224,86.png,Gemini3_alcohol_12.25resize
225,165.png,Gemini3_alcohol_12.25resize
226,116.png,Gemini3_alcohol_12.25resize
227,109.png,Gemini3_alcohol_12.25resize
228,01049.png,WFAIS_alcohol_resized
229,10.png,Gemini3_alcohol_12.25resize
230,00552.png,WFAIS_alcohol_resized
231,186.png,Gemini3_alcohol_12.25resize
232,163.png,Gemini3_alcohol_12.25resize
233,N020.png,GAPED_neutral_resized
234,188.png,Gemini3_alcohol_12.25resize
235,00089.png,WFAIS_alcohol_resized
236,184.png,Gemini3_alcohol_12.25resize
237,77.png,Gemini3_alcohol_12.25resize
238,N037.png,GAPED_neutral_resized
239,85.png,Gemini3_alcohol_12.25resize
240,172.png,Gemini3_alcohol_12.25resize
241,60.png,Gemini3_alcohol_12.25resize
242,N001.png,GAPED_neutral_resized
243,132.png,Gemini3_alcohol_12.25resize
244,N009.png,GAPED_neutral_resized
245,142.png,Gemini3_alcohol_12.25resize
246,00509.png,WFAIS_alcohol_resized
247,92.png,Gemini3_alcohol_12.25resize
248,140.png,Gemini3_alcohol_12.25resize
249,175.png,Gemini3_alcohol_12.25resize
250,64.png,Gemini3_alcohol_12.25resize
251,62.png,Gemini3_alcohol_12.25resize
252,146.png,Gemini3_alcohol_12.25resize
253,SDC11508.jpg,ABPS_alcohol
254,83.png,Gemini3_alcohol_12.25resize
255,137.png,Gemini3_alcohol_12.25resize
256,189.png,Gemini3_alcohol_12.25resize
257,131.png,Gemini3_alcohol_12.25resize
258,35.png,Gemini3_alcohol_12.25resize
259,N017.png,GAPED_neutral_resized
260,187.png,Gemini3_alcohol_12.25resize
261,SDC11505.jpg,ABPS_alcohol
262,71.png,Gemini3_alcohol_12.25resize
263,57.png,Gemini3_alcohol_12.25resize
264,128.png,Gemini3_alcohol_12.25resize
265,20.png,Gemini3_alcohol_12.25resize
266,87.png,Gemini3_alcohol_12.25resize
267,81.png,Gemini3_alcohol_12.25resize
268,00309.png,WFAIS_alcohol_resized
269,88.png,Gemini3_alcohol_12.25resize
270,45.png,Gemini3_alcohol_12.25resize
271,152.png,Gemini3_alcohol_12.25resize
272,SDC11503.jpg,ABPS_alcohol
273,126.png,Gemini3_alcohol_12.25resize
274,194.png,Gemini3_alcohol_12.25resize
275,147.png,Gemini3_alcohol_12.25resize
276,136.png,Gemini3_alcohol_12.25resize
277,SDC11502.jpg,ABPS_alcohol
278,00468.png,WFAIS_alcohol_resized
279,29.png,Gemini3_alcohol_12.25resize
280,95.png,Gemini3_alcohol_12.25resize
281,198.png,Gemini3_alcohol_12.25resize
282,00252.png,WFAIS_alcohol_resized
283,151.png,Gemini3_alcohol_12.25resize
284,133.png,Gemini3_alcohol_12.25resize
285,76.png,Gemini3_alcohol_12.25resize
286,17.png,Gemini3_alcohol_12.25resize
287,162.png,Gemini3_alcohol_12.25resize
288,N038.png,GAPED_neutral_resized
289,190.png,Gemini3_alcohol_12.25resize
290,174.png,Gemini3_alcohol_12.25resize
291,00358.png,WFAIS_alcohol_resized
292,119.png,Gemini3_alcohol_12.25resize
293,00339.png,WFAIS_alcohol_resized
294,19.png,Gemini3_alcohol_12.25resize
295,30.png,Gemini3_alcohol_12.25resize
296,54.png,Gemini3_alcohol_12.25resize
297,153.png,Gemini3_alcohol_12.25resize
298,38.png,Gemini3_alcohol_12.25resize
299,00821.png,WFAIS_alcohol_resized
300,21.png,Gemini3_alcohol_12.25resize
