trial_num,image_id,library
250,N027.png,GAPED_neutral_resized
251,94.png,Gemini3_alcohol_12.25resize
252,92.png,Gemini3_alcohol_12.25resize
253,N010.png,GAPED_neutral_resized
254,175.png,Gemini3_alcohol_12.25resize
255,157.png,Gemini3_alcohol_12.25resize
256,179.png,Gemini3_alcohol_12.25resize
257,23.png,Gemini3_alcohol_12.25resize
258,191.png,Gemini3_alcohol_12.25resize
259,N073.png,GAPED_neutral_resized
260,188.png,Gemini3_alcohol_12.25resize
261,57.png,Gemini3_alcohol_12.25resize
262,91.png,Gemini3_alcohol_12.25resize
263,SDC11504.jpg,ABPS_alcohol
264,30.png,Gemini3_alcohol_12.25resize
265,129.png,Gemini3_alcohol_12.25resize
266,77.png,Gemini3_alcohol_12.25resize
267,00509.png,WFAIS_alcohol_resized
268,00252.png,WFAIS_alcohol_resized
269,154.png,Gemini3_alcohol_12.25resize
270,14.png,Gemini3_alcohol_12.25resize
271,34.png,Gemini3_alcohol_12.25resize
272,134.png,Gemini3_alcohol_12.25resize
273,172.png,Gemini3_alcohol_12.25resize
274,106.png,Gemini3_alcohol_12.25resize
275,SDC11501.jpg,ABPS_alcohol
276,95.png,Gemini3_alcohol_12.25resize
277,198.png,Gemini3_alcohol_12.25resize
278,135.png,Gemini3_alcohol_12.25resize
279,156.png,Gemini3_alcohol_12.25resize
280,174.png,Gemini3_alcohol_12.25resize
281,173.png,Gemini3_alcohol_12.25resize
282,24.png,Gemini3_alcohol_12.25resize
283,00552.png,WFAIS_alcohol_resized
284,N045.png,GAPED_neutral_resized
285,SDC11583.jpg,ABPS_alcohol
286,00028.png,WFAIS_alcohol_resized
287,81.png,Gemini3_alcohol_12.25resize
288,58.png,Gemini3_alcohol_12.25resize
289,43.png,Gemini3_alcohol_12.25resize
290,196.png,Gemini3_alcohol_12.25resize
291,N031.png,GAPED_neutral_resized
292,84.png,Gemini3_alcohol_12.25resize
293,51.png,Gemini3_alcohol_12.25resize
294,120.png,Gemini3_alcohol_12.25resize
295,65.png,Gemini3_alcohol_12.25resize
296,N003.png,GAPED_neutral_resized
297,80.png,Gemini3_alcohol_12.25resize
298,145.png,Gemini3_alcohol_12.25resize
299,N067.png,GAPED_neutral_resized
300,127.png,Gemini3_alcohol_12.25resize
