trial_num,image_id,library
58,94.png,Gemini3_alcohol_12.25resize
59,SDC11501.jpg,ABPS_alcohol
60,SDC11504.jpg,ABPS_alcohol
61,49.png,Gemini3_alcohol_12.25resize
62,198.png,Gemini3_alcohol_12.25resize
63,86.png,Gemini3_alcohol_12.25resize
64,N064.png,GAPED_neutral_resized
65,81.png,Gemini3_alcohol_12.25resize
66,143.png,Gemini3_alcohol_12.25resize
67,124.png,Gemini3_alcohol_12.25resize
68,N039.png,GAPED_neutral_resized
69,3.png,Gemini3_alcohol_12.25resize
70,31.png,Gemini3_alcohol_12.25resize
71,N016.png,GAPED_neutral_resized
72,170.png,Gemini3_alcohol_12.25resize
73,48.png,Gemini3_alcohol_12.25resize
74,196.png,Gemini3_alcohol_12.25resize
75,9.png,Gemini3_alcohol_12.25resize
76,19.png,Gemini3_alcohol_12.25resize
77,20.png,Gemini3_alcohol_12.25resize
78,200.png,Gemini3_alcohol_12.25resize
79,52.png,Gemini3_alcohol_12.25resize
80,N010.png,GAPED_neutral_resized
81,N009.png,GAPED_neutral_resized
82,113.png,Gemini3_alcohol_12.25resize
83,144.png,Gemini3_alcohol_12.25resize
84,SDC11505.jpg,ABPS_alcohol
85,56.png,Gemini3_alcohol_12.25resize
86,106.png,Gemini3_alcohol_12.25resize
87,N076.png,GAPED_neutral_resized
88,01049.png,WFAIS_alcohol_resized
89,158.png,Gemini3_alcohol_12.25resize
90,101.png,Gemini3_alcohol_12.25resize
91,41.png,Gemini3_alcohol_12.25resize
92,N015.png,GAPED_neutral_resized
93,4.png,Gemini3_alcohol_12.25resize
94,145.png,Gemini3_alcohol_12.25resize
95,116.png,Gemini3_alcohol_12.25resize
96,SDC11578.jpg,ABPS_alcohol
97,00893.png,WFAIS_alcohol_resized
98,N079.png,GAPED_neutral_resized
99,176.png,Gemini3_alcohol_12.25resize
100,SDC11503.jpg,ABPS_alcohol
101,6.png,Gemini3_alcohol_12.25resize
102,N034.png,GAPED_neutral_resized
103,173.png,Gemini3_alcohol_12.25resize
104,00552.png,WFAIS_alcohol_resized
105,147.png,Gemini3_alcohol_12.25resize
106,N065.png,GAPED_neutral_resized
107,118.png,Gemini3_alcohol_12.25resize
108,N041.png,GAPED_neutral_resized
109,193.png,Gemini3_alcohol_12.25resize
110,128.png,Gemini3_alcohol_12.25resize
111,100.png,Gemini3_alcohol_12.25resize
112,163.png,Gemini3_alcohol_12.25resize
113,00028.png,WFAIS_alcohol_resized
114,00339.png,WFAIS_alcohol_resized
115,N027.png,GAPED_neutral_resized
116,N003.png,GAPED_neutral_resized
117,N046.png,GAPED_neutral_resized
118,N030.png,GAPED_neutral_resized
119,N011.png,GAPED_neutral_resized
120,189.png,Gemini3_alcohol_12.25resize
121,60.png,Gemini3_alcohol_12.25resize
122,00309.png,WFAIS_alcohol_resized
123,5.png,Gemini3_alcohol_12.25resize
124,78.png,Gemini3_alcohol_12.25resize
125,125.png,Gemini3_alcohol_12.25resize
126,37.png,Gemini3_alcohol_12.25resize
127,65.png,Gemini3_alcohol_12.25resize
128,N019.png,GAPED_neutral_resized
129,137.png,Gemini3_alcohol_12.25resize
130,N017.png,GAPED_neutral_resized
131,75.png,Gemini3_alcohol_12.25resize
132,N036.png,GAPED_neutral_resized
133,00653.png,WFAIS_alcohol_resized
134,112.png,Gemini3_alcohol_12.25resize
135,33.png,Gemini3_alcohol_12.25resize
136,64.png,Gemini3_alcohol_12.25resize
137,50.png,Gemini3_alcohol_12.25resize
138,199.png,Gemini3_alcohol_12.25resize
139,29.png,Gemini3_alcohol_12.25resize
140,141.png,Gemini3_alcohol_12.25resize
141,N006.png,GAPED_neutral_resized
142,N078.png,GAPED_neutral_resized
143,99.png,Gemini3_alcohol_12.25resize
144,72.png,Gemini3_alcohol_12.25resize
145,174.png,Gemini3_alcohol_12.25resize
146,167.png,Gemini3_alcohol_12.25resize
147,8.png,Gemini3_alcohol_12.25resize
148,SDC11498.jpg,ABPS_alcohol
149,160.png,Gemini3_alcohol_12.25resize
150,SDC11506.jpg,ABPS_alcohol
151,N008.png,GAPED_neutral_resized
152,68.png,Gemini3_alcohol_12.25resize
153,166.png,Gemini3_alcohol_12.25resize
154,N037.png,GAPED_neutral_resized
155,23.png,Gemini3_alcohol_12.25resize
156,7.png,Gemini3_alcohol_12.25resize
157,190.png,Gemini3_alcohol_12.25resize
158,39.png,Gemini3_alcohol_12.25resize
159,N038.png,GAPED_neutral_resized
160,N025.png,GAPED_neutral_resized
161,104.png,Gemini3_alcohol_12.25resize
162,N004.png,GAPED_neutral_resized
163,N071.png,GAPED_neutral_resized
164,N024.png,GAPED_neutral_resized
165,103.png,Gemini3_alcohol_12.25resize
166,89.png,Gemini3_alcohol_12.25resize
167,N043.png,GAPED_neutral_resized
168,88.png,Gemini3_alcohol_12.25resize
169,102.png,Gemini3_alcohol_12.25resize
170,155.png,Gemini3_alcohol_12.25resize
171,SDC11582.jpg,ABPS_alcohol
172,152.png,Gemini3_alcohol_12.25resize
173,00248.png,WFAIS_alcohol_resized
174,N040.png,GAPED_neutral_resized
175,172.png,Gemini3_alcohol_12.25resize
176,13.png,Gemini3_alcohol_12.25resize
177,188.png,Gemini3_alcohol_12.25resize
178,93.png,Gemini3_alcohol_12.25resize
179,97.png,Gemini3_alcohol_12.25resize
180,133.png,Gemini3_alcohol_12.25resize
181,153.png,Gemini3_alcohol_12.25resize
182,SDC11500.jpg,ABPS_alcohol
183,57.png,Gemini3_alcohol_12.25resize
184,N073.png,GAPED_neutral_resized
185,142.png,Gemini3_alcohol_12.25resize
186,1.png,Gemini3_alcohol_12.25resize
187,98.png,Gemini3_alcohol_12.25resize
188,26.png,Gemini3_alcohol_12.25resize
189,156.png,Gemini3_alcohol_12.25resize
190,00509.png,WFAIS_alcohol_resized
191,130.png,Gemini3_alcohol_12.25resize
192,131.png,Gemini3_alcohol_12.25resize
193,148.png,Gemini3_alcohol_12.25resize
194,SDC11586.jpg,ABPS_alcohol
195,187.png,Gemini3_alcohol_12.25resize
196,87.png,Gemini3_alcohol_12.25resize
197,109.png,Gemini3_alcohol_12.25resize
198,79.png,Gemini3_alcohol_12.25resize
199,73.png,Gemini3_alcohol_12.25resize
200,191.png,Gemini3_alcohol_12.25resize
201,162.png,Gemini3_alcohol_12.25resize
202,00252.png,WFAIS_alcohol_resized
203,168.png,Gemini3_alcohol_12.25resize
204,110.png,Gemini3_alcohol_12.25resize
205,35.png,Gemini3_alcohol_12.25resize
206,96.png,Gemini3_alcohol_12.25resize
207,43.png,Gemini3_alcohol_12.25resize
208,54.png,Gemini3_alcohol_12.25resize
209,N077.png,GAPED_neutral_resized
210,SDC11588.jpg,ABPS_alcohol
211,51.png,Gemini3_alcohol_12.25resize
212,00821.png,WFAIS_alcohol_resized
213,00242.png,WFAIS_alcohol_resized
214,N002.png,GAPED_neutral_resized
215,15.png,Gemini3_alcohol_12.25resize
216,175.png,Gemini3_alcohol_12.25resize
217,18.png,Gemini3_alcohol_12.25resize
218,28.png,Gemini3_alcohol_12.25resize
219,SDC11562.jpg,ABPS_alcohol
220,N026.png,GAPED_neutral_resized
221,55.png,Gemini3_alcohol_12.25resize
222,84.png,Gemini3_alcohol_12.25resize
223,N018.png,GAPED_neutral_resized
224,N031.png,GAPED_neutral_resized
225,00089.png,WFAIS_alcohol_resized
226,N021.png,GAPED_neutral_resized
227,114.png,Gemini3_alcohol_12.25resize
228,69.png,Gemini3_alcohol_12.25resize
229,185.png,Gemini3_alcohol_12.25resize
230,107.png,Gemini3_alcohol_12.25resize
231,42.png,Gemini3_alcohol_12.25resize
232,127.png,Gemini3_alcohol_12.25resize
233,119.png,Gemini3_alcohol_12.25resize
234,122.png,Gemini3_alcohol_12.25resize
235,N075.png,GAPED_neutral_resized
236,N014.png,GAPED_neutral_resized
237,N022.png,GAPED_neutral_resized
238,115.png,Gemini3_alcohol_12.25resize
239,22.png,Gemini3_alcohol_12.25resize
240,21.png,Gemini3_alcohol_12.25resize
241,165.png,Gemini3_alcohol_12.25resize
242,83.png,Gemini3_alcohol_12.25resize
243,N013.png,GAPED_neutral_resized
244,74.png,Gemini3_alcohol_12.25resize
245,24.png,Gemini3_alcohol_12.25resize
246,N072.png,GAPED_neutral_resized
247,N070.png,GAPED_neutral_resized
248,95.png,Gemini3_alcohol_12.25resize
249,117.png,Gemini3_alcohol_12.25resize
250,53.png,Gemini3_alcohol_12.25resize
251,177.png,Gemini3_alcohol_12.25resize
252,157.png,Gemini3_alcohol_12.25resize
253,N028.png,GAPED_neutral_resized
254,82.png,Gemini3_alcohol_12.25resize
255,180.png,Gemini3_alcohol_12.25resize
256,136.png,Gemini3_alcohol_12.25resize
257,132.png,Gemini3_alcohol_12.25resize
258,32.png,Gemini3_alcohol_12.25resize
259,SDC11502.jpg,ABPS_alcohol
260,171.png,Gemini3_alcohol_12.25resize
261,N068.png,GAPED_neutral_resized
262,N069.png,GAPED_neutral_resized
263,N035.png,GAPED_neutral_resized
264,164.png,Gemini3_alcohol_12.25resize
265,59.png,Gemini3_alcohol_12.25resize
266,N044.png,GAPED_neutral_resized
267,46.png,Gemini3_alcohol_12.25resize
268,140.png,Gemini3_alcohol_12.25resize
269,80.png,Gemini3_alcohol_12.25resize
270,2.png,Gemini3_alcohol_12.25resize
271,N033.png,GAPED_neutral_resized
272,N042.png,GAPED_neutral_resized
273,30.png,Gemini3_alcohol_12.25resize
274,38.png,Gemini3_alcohol_12.25resize
275,161.png,Gemini3_alcohol_12.25resize
276,123.png,Gemini3_alcohol_12.25resize
277,45.png,Gemini3_alcohol_12.25resize
278,120.png,Gemini3_alcohol_12.25resize
279,135.png,Gemini3_alcohol_12.25resize
280,85.png,Gemini3_alcohol_12.25resize
281,126.png,Gemini3_alcohol_12.25resize
282,182.png,Gemini3_alcohol_12.25resize
283,151.png,Gemini3_alcohol_12.25resize
284,00967.png,WFAIS_alcohol_resized
285,00110.png,WFAIS_alcohol_resized
286,SDC11583.jpg,ABPS_alcohol
287,40.png,Gemini3_alcohol_12.25resize
288,92.png,Gemini3_alcohol_12.25resize
289,SDC11508.jpg,ABPS_alcohol
290,SDC11584.jpg,ABPS_alcohol
291,N020.png,GAPED_neutral_resized
292,SDC11574.jpg,ABPS_alcohol
293,169.png,Gemini3_alcohol_12.25resize
294,71.png,Gemini3_alcohol_12.25resize
295,63.png,Gemini3_alcohol_12.25resize
296,66.png,Gemini3_alcohol_12.25resize
297,34.png,Gemini3_alcohol_12.25resize
298,121.png,Gemini3_alcohol_12.25resize
299,90.png,Gemini3_alcohol_12.25resize
300,146.png,Gemini3_alcohol_12.25resize
