trial_num,image_id,library
163,44.png,Gemini3_alcohol_12.25resize
164,157.png,Gemini3_alcohol_12.25resize
165,147.png,Gemini3_alcohol_12.25resize
166,N017.png,GAPED_neutral_resized
167,SDC11582.jpg,ABPS_alcohol
168,N044.png,GAPED_neutral_resized
169,71.png,Gemini3_alcohol_12.25resize
170,SDC11500.jpg,ABPS_alcohol
171,N075.png,GAPED_neutral_resized
172,8.png,Gemini3_alcohol_12.25resize
173,169.png,Gemini3_alcohol_12.25resize
174,N033.png,GAPED_neutral_resized
175,10.png,Gemini3_alcohol_12.25resize
176,87.png,Gemini3_alcohol_12.25resize
177,179.png,Gemini3_alcohol_12.25resize
178,N013.png,GAPED_neutral_resized
179,N037.png,GAPED_neutral_resized
180,69.png,Gemini3_alcohol_12.25resize
181,65.png,Gemini3_alcohol_12.25resize
182,SDC11508.jpg,ABPS_alcohol
183,31.png,Gemini3_alcohol_12.25resize
184,N070.png,GAPED_neutral_resized
185,153.png,Gemini3_alcohol_12.25resize
186,40.png,Gemini3_alcohol_12.25resize
187,117.png,Gemini3_alcohol_12.25resize
188,124.png,Gemini3_alcohol_12.25resize
189,171.png,Gemini3_alcohol_12.25resize
190,23.png,Gemini3_alcohol_12.25resize
191,42.png,Gemini3_alcohol_12.25resize
192,145.png,Gemini3_alcohol_12.25resize
193,84.png,Gemini3_alcohol_12.25resize
194,34.png,Gemini3_alcohol_12.25resize
195,28.png,Gemini3_alcohol_12.25resize
196,100.png,Gemini3_alcohol_12.25resize
197,57.png,Gemini3_alcohol_12.25resize
198,5.png,Gemini3_alcohol_12.25resize
199,66.png,Gemini3_alcohol_12.25resize
200,197.png,Gemini3_alcohol_12.25resize
201,01049.png,WFAIS_alcohol_resized
202,61.png,Gemini3_alcohol_12.25resize
203,176.png,Gemini3_alcohol_12.25resize
204,86.png,Gemini3_alcohol_12.25resize
205,43.png,Gemini3_alcohol_12.25resize
206,149.png,Gemini3_alcohol_12.25resize
207,107.png,Gemini3_alcohol_12.25resize
208,109.png,Gemini3_alcohol_12.25resize
209,196.png,Gemini3_alcohol_12.25resize
210,N045.png,GAPED_neutral_resized
211,00169.png,WFAIS_alcohol_resized
212,3.png,Gemini3_alcohol_12.25resize
213,SDC11574.jpg,ABPS_alcohol
214,143.png,Gemini3_alcohol_12.25resize
215,19.png,Gemini3_alcohol_12.25resize
216,78.png,Gemini3_alcohol_12.25resize
217,161.png,Gemini3_alcohol_12.25resize
218,N023.png,GAPED_neutral_resized
219,198.png,Gemini3_alcohol_12.25resize
220,SDC11502.jpg,ABPS_alcohol
221,N003.png,GAPED_neutral_resized
222,81.png,Gemini3_alcohol_12.25resize
223,121.png,Gemini3_alcohol_12.25resize
224,N014.png,GAPED_neutral_resized
225,91.png,Gemini3_alcohol_12.25resize
226,191.png,Gemini3_alcohol_12.25resize
227,158.png,Gemini3_alcohol_12.25resize
228,79.png,Gemini3_alcohol_12.25resize
229,29.png,Gemini3_alcohol_12.25resize
230,92.png,Gemini3_alcohol_12.25resize
231,85.png,Gemini3_alcohol_12.25resize
232,183.png,Gemini3_alcohol_12.25resize
233,SDC11586.jpg,ABPS_alcohol
234,182.png,Gemini3_alcohol_12.25resize
235,163.png,Gemini3_alcohol_12.25resize
236,129.png,Gemini3_alcohol_12.25resize
237,20.png,Gemini3_alcohol_12.25resize
238,194.png,Gemini3_alcohol_12.25resize
239,108.png,Gemini3_alcohol_12.25resize
240,00893.png,WFAIS_alcohol_resized
241,SDC11578.jpg,ABPS_alcohol
242,136.png,Gemini3_alcohol_12.25resize
243,N027.png,GAPED_neutral_resized
244,47.png,Gemini3_alcohol_12.25resize
245,N046.png,GAPED_neutral_resized
246,N006.png,GAPED_neutral_resized
247,N002.png,GAPED_neutral_resized
248,54.png,Gemini3_alcohol_12.25resize
249,114.png,Gemini3_alcohol_12.25resize
250,N066.png,GAPED_neutral_resized
251,N022.png,GAPED_neutral_resized
252,N040.png,GAPED_neutral_resized
253,166.png,Gemini3_alcohol_12.25resize
254,164.png,Gemini3_alcohol_12.25resize
255,00468.png,WFAIS_alcohol_resized
256,138.png,Gemini3_alcohol_12.25resize
257,37.png,Gemini3_alcohol_12.25resize
258,104.png,Gemini3_alcohol_12.25resize
259,193.png,Gemini3_alcohol_12.25resize
260,134.png,Gemini3_alcohol_12.25resize
261,187.png,Gemini3_alcohol_12.25resize
262,N076.png,GAPED_neutral_resized
263,83.png,Gemini3_alcohol_12.25resize
264,39.png,Gemini3_alcohol_12.25resize
265,148.png,Gemini3_alcohol_12.25resize
266,N035.png,GAPED_neutral_resized
267,192.png,Gemini3_alcohol_12.25resize
268,144.png,Gemini3_alcohol_12.25resize
269,135.png,Gemini3_alcohol_12.25resize
270,36.png,Gemini3_alcohol_12.25resize
271,52.png,Gemini3_alcohol_12.25resize
272,133.png,Gemini3_alcohol_12.25resize
273,160.png,Gemini3_alcohol_12.25resize
274,98.png,Gemini3_alcohol_12.25resize
275,55.png,Gemini3_alcohol_12.25resize
276,N008.png,GAPED_neutral_resized
277,30.png,Gemini3_alcohol_12.25resize
278,SDC11507.jpg,ABPS_alcohol
279,93.png,Gemini3_alcohol_12.25resize
280,63.png,Gemini3_alcohol_12.25resize
281,SDC11506.jpg,ABPS_alcohol
282,N067.png,GAPED_neutral_resized
283,199.png,Gemini3_alcohol_12.25resize
284,156.png,Gemini3_alcohol_12.25resize
285,N073.png,GAPED_neutral_resized
286,1.png,Gemini3_alcohol_12.25resize
287,151.png,Gemini3_alcohol_12.25resize
288,172.png,Gemini3_alcohol_12.25resize
289,N032.png,GAPED_neutral_resized
290,167.png,Gemini3_alcohol_12.25resize
291,27.png,Gemini3_alcohol_12.25resize
292,200.png,Gemini3_alcohol_12.25resize
293,110.png,Gemini3_alcohol_12.25resize
294,SDC11562.jpg,ABPS_alcohol
295,184.png,Gemini3_alcohol_12.25resize
296,N039.png,GAPED_neutral_resized
297,174.png,Gemini3_alcohol_12.25resize
298,SDC11504.jpg,ABPS_alcohol
299,N030.png,GAPED_neutral_resized
300,115.png,Gemini3_alcohol_12.25resize
